Wall time,Step,Value
1557244321.463007,1,0.0
1557244323.071195,2,0.0
1557244324.373442,3,0.0
1557244325.482243,4,0.0
1557244326.949459,5,0.0
1557244328.879019,6,0.0
1557244332.421506,7,0.0
1557244333.664651,8,0.0
1557244336.038583,9,0.0
1557244338.778933,10,0.0
1557244340.860879,11,0.0
1557244342.826691,12,0.0
1557244346.170248,13,0.0
1557244348.384577,14,0.0
1557244349.753886,15,0.0
1557244351.386846,16,0.0
1557244352.786434,17,0.0
1557244354.871364,18,0.0
1557244357.121571,19,0.0
1557244358.6529,20,0.0
1557244360.210052,21,0.0
1557244361.970822,22,0.0
1557244364.284428,23,0.0
1557244366.079628,24,0.0
1557244369.184674,25,0.0
1557244370.857999,26,0.0
1557244372.761607,27,0.0
1557244375.075055,28,0.0
1557244376.849456,29,0.0
1557244378.972031,30,0.0
1557244381.409974,31,0.0
1557244383.28788,32,0.0
1557244385.25173,33,0.0
1557244387.642137,34,0.0
1557244389.536458,35,0.0
1557244392.092267,36,0.0
1557244394.72121,37,0.0
1557244397.135523,38,0.0
1557244400.497969,39,0.0
1557244403.165622,40,0.0
1557244405.738241,41,0.0
1557244408.895727,42,0.0
1557244411.94425,43,0.0
1557244414.578727,44,0.0
1557244417.503626,45,0.0
1557244419.774731,46,0.0
1557244422.545312,47,0.0
1557244424.931283,48,0.0
1557244427.579369,49,0.0
1557244431.201754,50,0.0
1557244433.985366,51,0.0
1557244437.64443,52,0.0
1557244439.880384,53,0.0
1557244442.798214,54,0.0
1557244445.702852,55,0.0
1557244448.763931,56,0.0
1557244451.183184,57,0.0
1557244454.48064,58,0.0
1557244457.603395,59,0.0
1557244460.997295,60,0.0
1557244463.935511,61,0.0
1557244466.771814,62,0.0
1557244469.853206,63,0.0
1557244473.1803,64,0.0
1557244476.49159,65,0.0
1557244479.489976,66,0.0
1557244482.278728,67,0.0
1557244485.306147,68,0.0
1557244487.939053,69,0.0
1557244491.45469,70,0.0
1557244494.317331,71,0.0
1557244498.047689,72,0.0
1557244501.082138,73,0.0
1557244505.739867,74,0.0
1557244508.758564,75,0.0
1557244511.977181,76,0.0
1557244515.425978,77,0.0
1557244518.997464,78,0.0
1557244522.949527,79,0.0
1557244527.513978,80,0.0
1557244531.228062,81,0.0
1557244534.81334,82,0.0
1557244538.446969,83,0.0
1557244541.813073,84,0.0
1557244545.21346,85,0.0
1557244548.87114,86,0.0
1557244552.413441,87,0.0
1557244556.330332,88,0.0
1557244560.528738,89,0.0
1557244564.556376,90,0.0
1557244568.108027,91,0.0
1557244571.936668,92,0.0
1557244575.901028,93,0.0
1557244580.274246,94,0.0
1557244584.483142,95,0.0
1557244589.787184,96,0.0
1557244593.884335,97,0.0
1557244597.605094,98,0.0
1557244601.191552,99,0.0
1557244606.606293,100,0.0
1557244612.752022,101,0.0
1557244617.24855,102,0.0
1557244622.129442,103,0.0
1557244627.157389,104,0.0
1557244633.063616,105,0.0
1557244638.640354,106,0.0
1557244643.2211,107,0.0
1557244648.036706,108,0.0
1557244652.139209,109,0.0
1557244656.092,110,0.0
1557244659.887488,111,0.009999999776482582
1557244663.844582,112,0.009999999776482582
1557244668.405377,113,0.009999999776482582
1557244673.037079,114,0.009999999776482582
1557244677.6593,115,0.009999999776482582
