Wall time,Step,Value
1557244321.463051,68,0.0
1557244323.071243,120,0.0
1557244324.373489,176,0.0
1557244325.482284,232,0.0
1557244326.949561,295,0.0
1557244328.879072,347,0.0
1557244332.421556,403,0.0
1557244333.664715,455,0.0
1557244336.038661,514,0.0
1557244338.78545,578,0.0
1557244340.860957,628,0.0
1557244342.826748,687,0.0
1557244346.170343,745,0.0
1557244348.384622,795,0.0
1557244349.753926,847,0.0
1557244351.3869,909,0.0
1557244352.786547,961,0.0
1557244354.871413,1009,0.0
1557244357.121633,1069,0.0
1557244358.652954,1121,0.0
1557244360.210109,1169,0.0
1557244361.970875,1223,0.0
1557244364.284528,1275,0.0
1557244366.079667,1331,0.0
1557244369.184741,1381,0.0
1557244370.858041,1431,0.0
1557244372.761711,1491,0.0
1557244375.075103,1555,0.0
1557244376.849499,1605,0.0
1557244378.972108,1657,0.0
1557244381.410057,1711,0.0
1557244383.287952,1763,0.0
1557244385.251771,1823,0.0
1557244387.642179,1882,0.0
1557244389.536507,1940,0.0
1557244392.092339,1994,0.0
1557244394.721263,2046,0.0
1557244397.135574,2098,0.0
1557244400.498009,2154,0.0
1557244403.165694,2215,0.0
1557244405.738295,2271,0.0
1557244408.895768,2331,0.0
1557244411.944382,2381,0.0
1557244414.578769,2433,0.0
1557244417.503683,2489,0.0
1557244419.774836,2539,0.0
1557244422.545397,2593,0.0
1557244424.931357,2657,0.0
1557244427.57943,2711,0.0
1557244431.201814,2765,0.0
1557244433.985503,2823,0.0
1557244437.644515,2877,0.0
1557244439.880452,2929,0.0
1557244442.798254,2979,0.0
1557244445.702961,3033,0.0
1557244448.763985,3085,0.0
1557244451.183269,3141,0.0
1557244454.48072,3198,0.0
1557244457.603442,3252,0.0
1557244460.997357,3304,0.0
1557244463.935747,3366,0.0
1557244466.77194,3422,0.0
1557244469.853294,3480,0.0
1557244473.18034,3532,0.0
1557244476.491657,3586,0.0
1557244479.49005,3642,0.0
1557244482.278785,3696,0.0
1557244485.306216,3750,0.0
1557244487.939167,3804,0.0
1557244491.454739,3856,0.0
1557244494.317371,3908,0.0
1557244498.04773,3970,0.0
1557244501.082214,4028,0.0
1557244505.740029,4082,0.0
1557244508.758606,4144,0.0
1557244511.977223,4198,0.0
1557244515.426041,4248,0.0
1557244518.997508,4300,0.0
1557244522.94959,4356,0.0
1557244527.514029,4406,0.0
1557244531.228102,4468,0.0
1557244534.813403,4532,0.0
1557244538.447041,4582,0.0
1557244541.813119,4638,0.0
1557244545.213504,4690,0.0
1557244548.871232,4752,0.0
1557244552.413496,4806,0.0
1557244556.330375,4863,0.0
1557244560.528803,4913,0.0
1557244564.556434,4969,0.0
1557244568.108144,5030,0.0
1557244571.936748,5100,0.0
1557244575.901103,5156,0.0
1557244580.274325,5212,0.0
1557244584.483219,5266,0.0
1557244589.787231,5316,0.0
1557244593.884393,5368,0.0
1557244597.605144,5420,0.0
1557244601.191598,5468,0.0
1557244606.606469,5520,0.0
1557244612.752143,6622,0.0
1557244617.248633,6680,0.0
1557244622.129594,6740,0.0
1557244627.15756,6806,0.0
1557244633.063772,6878,0.0
1557244638.640509,6940,0.0
1557244643.221203,6998,0.0
1557244648.036923,7056,0.0
1557244652.139294,7120,0.0
1557244656.092159,7178,0.0
1557244659.887666,7240,0.009999999776482582
1557244663.844746,7310,0.009999999776482582
1557244668.405533,7372,0.009999999776482582
1557244673.037304,7456,0.009999999776482582
1557244677.659406,7516,0.009999999776482582
1557244680.67612,7580,0.009999999776482582
1557244684.319387,7638,0.019999999552965164
1557244688.947256,7698,0.019999999552965164
1557244694.725288,7764,0.019999999552965164
1557244699.194268,7840,0.019999999552965164
1557244704.114419,7902,0.019999999552965164
1557244708.667117,7964,0.019999999552965164
1557244713.537581,8042,0.019999999552965164
1557244718.161771,8100,0.019999999552965164
1557244722.629713,8158,0.019999999552965164
1557244727.392121,8220,0.019999999552965164
1557244731.992521,8282,0.019999999552965164
1557244737.275586,8344,0.019999999552965164
1557244742.989384,8408,0.019999999552965164
1557244748.097497,8470,0.019999999552965164
1557244753.408497,8532,0.019999999552965164
1557244758.236811,8594,0.019999999552965164
1557244762.967649,8654,0.019999999552965164
1557244767.927577,8728,0.019999999552965164
1557244772.37601,8792,0.019999999552965164
1557244777.338659,8858,0.019999999552965164
1557244782.499151,8920,0.019999999552965164
1557244789.18589,8978,0.019999999552965164
1557244795.44172,9054,0.019999999552965164
1557244800.959376,9118,0.019999999552965164
1557244807.107506,9182,0.019999999552965164
1557244812.363412,9244,0.019999999552965164
1557244816.929077,9320,0.029999999329447746
1557244822.872799,9388,0.029999999329447746
1557244828.687855,9448,0.029999999329447746
1557244834.11219,9512,0.029999999329447746
1557244839.362195,9576,0.029999999329447746
1557244845.694299,9642,0.029999999329447746
1557244851.679502,9722,0.029999999329447746
